"original-question","alternative-question","sql"
"Which employees have birthdays between April and June?","Identify employees with birthdays that are in the April to June range.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Can you provide me with the list of employees born between April and June?","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Which employees have their birthdays occurring in the April to June period?","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Retrieve the employees who were born in the months from April to June.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Please show all employees with birthdays in either April, May, or June.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","I’d like to know which employees celebrate their birthdays between April and June.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Gather the names and birth dates of employees with birthdays in the April to June timeframe.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Who has their birthday in the months of April through June among the employees?","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","List employees who were born in the April to June window.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Can you find the employees whose birthdays fall within April, May, or June?","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Which employees have birth dates that are during the months of April, May, or June?","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"Which employees have birthdays between April and June?","Please identify employees that celebrate their birthdays in April, May, or June.","SELECT ""t1"".""full_name"", ""t1"".""birth_date"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') > 4) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 4) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') >= 1)))) AND ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') < 6) OR ((CAST(strftime('%m', ""t1"".""birth_date""), 'INTEGER') = 6) AND (CAST(strftime('%d', ""t1"".""birth_date""), 'INTEGER') <= 30))))"
"How many employees are assigned to each client?","Can you tell me the number of active employees assigned to each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","What is the total count of employees per client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","How many active workers do we have for each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","List the clients along with the count of their assigned employees.","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","What is the employee tally for each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","Could you provide the number of distinct employees for every client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","How many employees are currently working for each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","Show me the total number of employees assigned to each client.","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","What’s the count of employees linked to each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","Can you give me a breakdown of employees per client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","How many distinct workers are there for each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","For each client, how many active employees are there?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","I'd like to know how many employees are linked to each client, please.","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","What’s the employee count by client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","Can you summarize the number of employees for each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","Which clients have how many active employees?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","How many employees are working with each client?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","Tell me the number of employees associated with each client.","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","What is the distribution of active employees among clients?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"How many employees are assigned to each client?","How many employees does each client have assigned?","SELECT ""t1"".""client"", COUNT(DISTINCT ""t1"".""id"") AS ""total"" FROM ""employees"" AS ""t1"" WHERE ""t1"".""is_active"" GROUP BY ""t1"".""client"" ORDER BY COUNT(DISTINCT ""t1"".""id"") DESC"
"List all employees in the HR department who are also managers.","Show me all employees working in the HR department who hold managerial positions.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND (""t1"".""is_manager"" = 1)) AND (LOWER(""t1"".""department"") IN ('hr')))"
"List all employees in the HR department who are also managers.","Can you provide a list of managers within the HR department?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND (""t1"".""is_manager"" = 1)) AND (LOWER(""t1"".""department"") IN ('hr')))"
"List all employees in the HR department who are also managers.","Find all active employees in HR who are also designated as managers.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND (""t1"".""is_manager"" = 1)) AND (LOWER(""t1"".""department"") IN ('hr')))"
"List all employees in the HR department who are also managers.","I need the names of all HR department staff who are managers.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND (""t1"".""is_manager"" = 1)) AND (LOWER(""t1"".""department"") IN ('hr')))"
"List all employees in the HR department who are also managers.","Who are the managers that belong to the HR team?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE ((""t1"".""is_active"" AND (""t1"".""is_manager"" = 1)) AND (LOWER(""t1"".""department"") IN ('hr')))"
